General Attribute,General Frequency,Matched Medical Attributes,Matched Medical Frequencies,Mean Cosine Similarity,Direction
thoracoscopic,5,Video Assisted Thoracoscopic Surgeries,439,0.8785244748722154,General ⊂ Medical
dysplastic,1,Dysplastic Nodule,1,0.8786306096908022,General ⊂ Medical
anomalies,2,Chromosomal Anomalies Polyploidy Syndrome; Anomalies Of Pupillary Function Mydriasis,1; 1,0.8787501432151599,General ⊂ Medical
dilation,71,Dilation Of Duct; Dilation Of Third Ventricle,8; 1,0.8789705726634114,General ⊂ Medical
filters,5,Inferior Vena Cava Filters; Umbrella Filters,15; 1,0.8789996958705598,General ⊂ Medical
bifrontal,31,Bifrontal Subdural Hygroma,1,0.879016047949315,General ⊂ Medical
swallow,201,Swallow Evaluation,5,0.8791700135754186,General ⊂ Medical
episodes,23,Syncopal Episodes; Recurrent Episodes Of Coughing Up Blood,9; 1,0.8791982242537496,General ⊂ Medical
legs,14,Ischaemia Of Legs; Swollen Legs,19; 1,0.8792326874956955,General ⊂ Medical
epidural,163,Epidural Intracranial Haemorrhage; Epidural Infusions,5; 1,0.8792488413974777,General ⊂ Medical
stomach,1079,Gallbladder And Stomach; Stomach And Duodenum; Pyloric Structure Of Stomach; Structure Of Lesser Curvature Of Stomach; Pancreas And Stomach; Structure Of Greater Curvature Of Stomach; Dilatation Of Stomach; Stomach Wall Structure; Liver With Stomach; Esophagus And Stomach; Intrathoracic Stomach; Malignant Tumour Of Stomach; The Uppermost Part Of The Stomach; Stomach Empty Finding; Mid Body Of Stomach,3; 14; 43; 1; 3; 1; 10; 4; 1; 1; 3; 1; 4; 1; 1,0.8792517658697978,General ⊂ Medical
breathing,62,Work Of Breathing; Breathing Distress Question,24; 1,0.8793453352023849,General ⊂ Medical
neoplasia,2,Neoplasia Of The Pancreas,1,0.8793610515739507,General ⊂ Medical
laryngeal,60,Paralysis Laryngeal; Laryngeal Ulceration,1; 3,0.8793992514851421,General ⊂ Medical
crosstable,3,Lateral Crosstable,1,0.8794483409904166,General ⊂ Medical
brachial,180,Right Brachial Region,43,0.8794794271334951,General ⊂ Medical
copy,18,Copy Number Gain,9,0.8795828870285349,General ⊂ Medical
dose,24,Dose Per Administration; Total Dose Administered; Rad Radiation Absorbed Dose,60; 2; 4,0.8796689034729454,General ⊂ Medical
cessation,12,Cessation Of Life,1,0.8796826724938767,General ⊂ Medical
tibia,6,Tibia And Fibula; Bone Structure Of Shaft Of Tibia,4; 1,0.8797145269118968,General ⊂ Medical
thrombosis,176,Thrombosis Of Venous Sinuses; Dvt Deep Vein Thrombosis; No Deep Venous Thrombosis; Thrombosis Of Subclavian Veins; Femoral Vein Deep Venous Thrombosis; Thrombosis Of Blood Vessel; Bypass Graft Thrombosis; Thrombosis Thrombus; Deep Venous Thrombosis Of The Popliteal Vein; Thrombosis Of Vein Of Upper Limb; Thrombosis Of Inferior Vena Cava; Aortic Artery Thrombosis; Obstructive Thrombosis; Superficial Vein Thrombosis; Hepatic Vein Thrombosis,1; 66; 7; 1; 1; 1; 2; 2; 1; 1; 1; 1; 1; 1; 1,0.8797325759345044,General ⊂ Medical
retinal,4,Crao Central Retinal Artery Occlusion,2,0.8797344091225894,General ⊂ Medical
carotid,239,Carotid Artery Structure; Structure Of Carotid Sinus; Internal Carotid; Structure Of Right Internal Carotid Artery; Structure Of Left Internal Carotid Artery; Chest Aortic Arch Head Neck Carotid Artery; Carotid Arteries Bilateral; Aneurysm Of Extracranial Internal Carotid Artery; Disorder Of Carotid Artery; Structure Of Right External Carotid Artery,156; 7; 30; 22; 15; 1; 1; 1; 1; 1,0.8797860941589134,General ⊂ Medical
caudate,23,Structure Of Head Of Caudate Nucleus; Left Caudate Nucleus; Structure Of Caudate Lobe Of Liver; Right Caudate Nucleus,655; 6; 6; 2,0.8798562613336389,General ⊂ Medical
complication,45,Medical Complication; No Complication; Stent Complication; Post Surgical Complication; Complication Of Blood Transfusion; Fat Embolism As Early Complication Of Trauma Disorder,197; 17; 1; 1; 1; 1,0.8799748458477815,General ⊂ Medical
ugi,4,Dedicated Small Bowel Series Ugi Sb Follow Through,4,0.8799977245648851,General ⊂ Medical
mask,9,Nonrebreather Oxygen Mask,2,0.8800276206456167,General ⊂ Medical
heading,1,Examination Heading,2,0.8800418767591592,General ⊂ Medical
possible,857,As Soon As Possible; Possible Improvement,2; 1,0.8801831837549698,General ⊂ Medical
line,3242,Assessment Of Jugular Central Venous Line; Central Line Placement; Peripherally Inserted Central Catheter Line Insertion; Subclavian Central Venous Line; Line Change; Indwelling Catheter Picc Line In Right Basilic Vein; Underground Railway Line; Indwelling Catheter Picc Line Removal; Line 3; Central Venous Line In The Right Internal Jugular Vein; Line Insertion Site,61; 70; 608; 51; 25; 1; 1; 1; 1; 1; 1,0.8802085092748587,General ⊂ Medical
umbilical,7,Compression Of Umbilical Cord,219,0.8804390184633291,General ⊂ Medical
mesentery,35,Vascular Insufficiency Of The Mesentery; Mass Of Mesentery,36; 1,0.880444722181595,General ⊂ Medical
bloody,11,Bloody Discharge Finding,1,0.8805853969717354,General ⊂ Medical
alcohol,7,History Of Alcohol Abuse; Aa Alcohol Abuse,2; 1,0.8807819284513574,General ⊂ Medical
transport,3,Endocytotic Transport Vesicle; Remote Control Command Transport To,6; 2,0.8808254139024064,General ⊂ Medical
catheter,2478,Catheter Device; Indwelling Foley Catheter; Peripherally Inserted Central Catheter Line Insertion; Peripherally Inserted Central Catheter Picc Double Luman; Pafc Pulmonary Artery Flotation Catheter; Peripherally Inserted Central Catheter Picc Single Luman; Peripherally Inserted Central Catheter Physical Object; Catheter Tip Device; Catheter Guide Wire Device; Catheter Subclavian; Balloon Dilatation Catheter; Central Venous Catheter Tip; Catheter Guiding May Include Infusion Perfusion Capability; Peripherally Inserted Central Venous Catheter Tip; Triple Luman Catheter; Catheter Fastener; Femoral Catheter; Indwelling Catheter Picc Line In Right Basilic Vein; Catheter Exit Site; Indwelling Catheter Picc Line Removal; Existing Catheter; Insertion Of A Foley Catheter; Peripheral Venous Catheter; Catheter Sheath; Icc Insertion Of Intercostal Catheter; Transseptal Catheter; Peripheral Catheter; Anaesthesia Catheter; Midline Catheter; Intravenous Catheter Placement,1078; 3; 608; 44; 39; 22; 179; 68; 150; 68; 4; 25; 9; 4; 8; 1; 4; 1; 1; 1; 5; 1; 1; 1; 3; 1; 1; 1; 2; 1,0.8808899494777107,General ⊂ Medical
colectomy,24,Post Colectomy,3,0.8809543246108584,General ⊂ Medical
l,1560,L Lateral,1,0.8809626228281578,General ⊂ Medical
groin,108,Haematoma Of Groin; Ultrasound Of The Groin,10; 1,0.8809789363760254,General ⊂ Medical
examination,10777,Radiologic Examination Of Chest; Examination Of Chest; Examination Of The Abdomen; Examination Of Spine; Examination Heading; Pre Operative Examination; Physical Examination Finding; Examination Of Lungs; Examination Of Neurological System; Examination Questions; Radiographic Examination; Physical Examination Date,455; 73; 10; 4; 2; 3; 2; 4; 6; 1; 1; 1,0.8810706012425683,General ⊂ Medical
extensive,1362,Extensive Stage Small Cell Carcinoma Of The Lung; Extensive Burns,5; 5,0.8811186122229382,General ⊂ Medical
prostatectomy,8,Post Prostatectomy,1,0.8812260667359841,General ⊂ Medical
deficits,7,Central Deficits Nervous System,2,0.881274926293778,General ⊂ Medical
fissure,218,Major Fissure; Right Major Fissure; Left Major Fissure,58; 15; 13,0.8815779214873634,General ⊂ Medical
underlying,563,Underlying Infection; Pneumonia Underlying,13; 1,0.8817337798666647,General ⊂ Medical
choroid,21,Choroid Plexus Calcification,2,0.8818869234368819,General ⊂ Medical
stripping,9,Impairment Of Pharyngeal Stripping Wave,1,0.8821064055692575,General ⊂ Medical
oropharyngeal,79,Oropharyngeal Dysphagia,7,0.8821221741295054,General ⊂ Medical
infiltrates,379,Interstitial Infiltrates; Bilateral Pulmonary Infiltrates; Dense Infiltrates,17; 11; 1,0.8823555628139941,General ⊂ Medical
effectiveness,2,Effectiveness Assessment,6050,0.8823792492096987,General ⊂ Medical
geographical,3,Geographical Area,1,0.8824027052548828,General ⊂ Medical
sphenoid,80,Sphenoid Sinus Structure; Sphenoid Part Of Trunk Of Middle Cerebral Artery,51; 2,0.882457182318277,General ⊂ Medical
radiation,325,Prior Radiation Therapy; X Ray Electromagnetic Radiation; Immediate Radiation Injury; Whole Brain Radiation Therapy; Rad Radiation Absorbed Dose; Pulmonary Radiation Alveolitis; Radiation Cyberknife,26; 77; 2; 4; 4; 10; 2,0.8825872302236987,General ⊂ Medical
ras,2,Ras Renal Artery Stenosis,12,0.882621805391354,General ⊂ Medical
canals,11,Neural Canals,1,0.8827035554778823,General ⊂ Medical
artifact,206,Artifact Medical Device Problem; Patient Motion Artifact; Metal Artifact; Beam Hardening Artifact,4; 51; 1; 4,0.8828376097057229,General ⊂ Medical
staghorn,1,Bilateral Staghorn Calculus,2,0.8829040929707965,General ⊂ Medical
harvest,2,Harvest Procedure,2,0.8829388173450331,General ⊂ Medical
pararenal,6,Left Anterior Pararenal Space; Left Posterior Pararenal Space; Anterior Pararenal Space; Right Anterior Pararenal Space,1; 1; 1; 1,0.8829915608208767,General ⊂ Medical
postoperative,800,Postoperative Periods; Postoperative Haematoma Formation; Environment Postoperative Anesthesia Care Unit; Postoperative Pneumothorax; Postoperative Haemorrhage; Multisection For Postoperative; Postoperative Pneumonia; Postoperative Infection; Postoperative Diagnosis; X Ray Of Foot : Postoperative Findings; Postoperative Seroma; Postoperative Scarring,95; 6; 39; 5; 16; 15; 1; 1; 1; 6; 6; 1,0.8830811640679189,General ⊂ Medical
frequent,8,Frequent Diarrhea,1,0.8831162953030048,General ⊂ Medical
necrotic,181,Necrotic Lesion; Necrotic Changes Finding; Lymph Necrotic Nodes; Necrotic Lung Abscess; Necrotic Neoplasm,4; 3; 22; 3; 5,0.8831653871738864,General ⊂ Medical
obstruction,1123,Obstruction Occlusion; Io Intestinal Obstruction; Partial Obstruction Of Small Intestine; Lung Obstruction; History Of Bowel Obstruction; Cholelithiasis With Obstruction; Airway Compression Or Obstruction; Respiratory Airway Obstruction; No Obstruction Of Airway; Complete Airway Obstruction; Vascular System Disorders Obstruction Superior Vena Cava; Disorder Of Vein Obstruction; Renal Obstruction; Unspecified Ventral Hernia Without Mention Of Obstruction Or Gangrene; State Of Obstruction; Mechanical Obstruction,170; 149; 7; 3; 1; 1; 1; 3; 3; 1; 1; 3; 1; 2; 1; 3,0.8831903801396936,General ⊂ Medical
contraction,6,Contraction Finding,7,0.8831982252283043,General ⊂ Medical
arachnoid,5,Arachnoid Cyst,3,0.8832730292296025,General ⊂ Medical
stenosis,365,Foraminal Stenosis; Central Stenosis; Ras Renal Artery Stenosis; Mitral Valve Stenosis; Aortic Valve Stenosis; Stenosis Of Bronchus,18; 2; 12; 1; 1; 1,0.883273362223421,General ⊂ Medical
reasons,3,Patient Reasons,1,0.8833783168907341,General ⊂ Medical
fluorodeoxyglucose,11,Fluorodeoxyglucose Positron Emission Tomography; Fluorine 18 Fluorodeoxyglucose Avid Tumor,4; 1,0.8834024417488887,General ⊂ Medical
ruptured,8,Ruptured Aneurysms,1,0.8834444511866677,General ⊂ Medical
hematocrit,56,Decrease In Hematocrit,24,0.8835160380752689,General ⊂ Medical
exchange,31,Degree Of Relationship Exchange; Nonsister Chromatid Exchange,19; 1,0.8835635501209613,General ⊂ Medical
intervention,37,Surgical Intervention Finding,6,0.8836396340375964,General ⊂ Medical
port,645,Implanted Port Access Device; Port A Cath Placement; Medical Port Access Device,299; 3; 3,0.8836802142760276,General ⊂ Medical
holding,6,Breath Holding With Temper,1,0.8838549424044934,General ⊂ Medical
thick,98,Thick Walled; Mildly Thick,14; 1,0.8840113960319564,General ⊂ Medical
wire,438,Catheter Guide Wire Device; Wire Sutures; J Wire Device,150; 4; 1,0.8840592549678649,General ⊂ Medical
metaphysis,6,Metaphysis Of Right Femur,1,0.8840715019340767,General ⊂ Medical
tachycardia,209,D Tachycardia Context Dependent Category,1,0.8841588257693307,General ⊂ Medical
pain,884,Pain Distress Question; Pain In Back; Back Pain Severe; Pain Free; Pain . Status; History Of Back Pain; Pain And Tenderness; Pain And Fever; Lower Abdominal Pain; Pain In The Lower Extremities; Diffuse Abdominal Pain Symptom; Right Lower Quadrant Pain; Upper Abdominal Pain; Pain With Eating; Pain Relief Medication; Chronic Abdominal Pain; Acute Abdominal Pain Syndrome; Periumbilical Abdominal Pain; Right Upper Quadrant Pain; Shoulder Region Pain; Upper Back Pain On The Left; Modest Extremity Pain; Nonspecific Pain In The Neck Region; Nonspecific Pain In The Lumbar Region; Pain In Right Lower Limb; Pain Question; Pain In Left Lower Limb; Pain Observations; Chest Pain Occurring Suddenly As New Onset; Intractable Abdominal Pain; Pain In Calf; Left Lower Quadrant Pain; Thoracic Back Pain; Left Sided Abdominal Pain; Pleuritic Chest Pain; Pain In Thoracic Spine; Abdominal Distention And Pain; Pain In Right Hip Joint; Thigh Pain; Abdomen Pain Ctcae; Pain Of Right Knee Region; Pain In Right Upper Limb,3; 15; 11; 2; 1; 5; 3; 2; 6; 4; 9; 3; 3; 1; 3; 4; 3; 2; 16; 4; 1; 2; 20; 4; 1; 1; 3; 3; 5; 1; 3; 1; 1; 1; 3; 1; 1; 6; 3; 2; 1; 1,0.8842605049636442,General ⊂ Medical
ovary,9,Transvaginal Ultrasound : Multiple Small Cysts Of Ovary; Mass Of Ovary; Structure Of Right Ovary,1; 2; 2,0.8842620238974828,General ⊂ Medical
psa,2,Psa Level Less Than Five; Psa Level Less Than Two,1; 1,0.8842670267222847,General ⊂ Medical
portosystemic,2,Congenital Portosystemic Venous Shunt,2,0.884267373244034,General ⊂ Medical
injury,91,Immediate Radiation Injury; Sti Soft Tissue Injury; Injury Of Cervical Spine; Traumatic Brain Injury; Shear Injury; Injury Of Neck; Diaphragmatic Injury; No Traumatic Injury; Injury Old; Intracranial Injury; Unspecified Injury Of Kidney; Injury To Blood Vessels Of Unspecified Site; Injury Of Head Region; Acute Kidney Injury Ctcae,2; 3; 1; 1; 1; 2; 3; 1; 1; 2; 1; 2; 1; 1,0.8843427899691525,General ⊂ Medical
patients,707,History Patients; Fall Patients,2; 1,0.884367225021127,General ⊂ Medical
discomfort,14,Chest Discomfort,1,0.8844519887769523,General ⊂ Medical
calcifications,598,Calcifications Of The Aorta; Calcifications Prostate; Dural Calcifications; Valvular Calcifications,4; 2; 1; 9,0.8844954208149853,General ⊂ Medical
recovering,1,Recovering From,1,0.884511168492718,General ⊂ Medical
frontoparietal,43,Frontoparietal Craniotomy,1,0.8845137473722484,General ⊂ Medical
waters,3,View Waters,4,0.8845697825760642,General ⊂ Medical
temporally,1,Temporally Uniform Pulmonary Inflammation,1,0.8845821029208545,General ⊂ Medical
urethral,6,Intermittent Drainage Urethral Urinary Catheters,4,0.8847214856612622,General ⊂ Medical
repair,58,Repair Of Aortic Aneurysm; History Of Repair Of Aneurysm Of Abdominal Aorta; Plastic Repair Of Mitral Valve; Aneurysm Repair Procedures; Repair Of Chest Wall; Flap Repair,2; 1; 1; 4; 1; 2,0.884902308727907,General ⊂ Medical
solids,6,No Solids,3,0.8849754880877336,General ⊂ Medical
humerus,43,Pathologic Fracture Of Left Humerus; Bone Structure Of Proximal Humerus; Bone Structure Of Humerus; Structure Of Head Of Humerus; Head Of Left Humerus; Head Of Right Humerus,1; 10; 17; 10; 12; 10,0.8851638576944203,General ⊂ Medical
fluid,2433,Pleural Effusion Fluid; Free Fluid; Portion Of Pleural Fluid; Free Pelvic Fluid; Fluid Filled; Peritoneal Fluid Body Substance; Pleural Fluid Volume; Transverse Relaxation Time Fluid Attenuated Inversion Recovery Mri; Fluid For Intravenous Administration; Subdural Fluid; Fluid Aspiration; Perinephric Fluid; Pleural Fluid Cytology; Fluid Shifting; Subgaleal Fluid; Abscess Fluid; Abdominal Fluid; Fluid In Esophagus,5278; 2828; 352; 47; 42; 12; 1; 28; 5; 13; 3; 3; 2; 1; 2; 5; 6; 1,0.8851827877747476,General ⊂ Medical
use,141,Use Aspirin; Use For,1; 1,0.8851911870524249,General ⊂ Medical
extrahepatic,53,Systems Extrahepatic Biliary,2,0.8851952718850356,General ⊂ Medical
vasculature,296,Vasculature Of Pelvis; Vasculature Of Abdomen; Prominent Vasculature; Tumor Vasculature,2; 4; 1; 2,0.8854375356692094,General ⊂ Medical
reporting,7,Patient Reporting; Reporting Ultrasounds; Hospital . Reporting,4; 3; 1,0.8856534785459225,General ⊂ Medical
auditory,11,Processing Auditory; External Auditory Canal Structure; Internal Auditory Canal Right,84; 1; 1,0.885833632808426,General ⊂ Medical
provided,226,Not Provided Qualifier Value,1,0.8858475312458174,General ⊂ Medical
covered,10,Not Covered; Covered By,1; 1,0.8858758265676245,General ⊂ Medical
communication,28,Open Communication; Discussion Communication; Medical Imaging Picture Archiving And Communication Systems; No Communication,2; 26; 30; 1,0.8859232550378089,General ⊂ Medical
mesenteric,243,Enlargement Of Mesenteric Lymph Node; Mesenteric Adenopathy; Structure Of Mesenteric Adipose Tissue; Enlarged Mesenteric Lymph Node; Inferior Mesenteric Artery Occlusion; Mesenteric Root; Structure Of Mesenteric Vein; Mesenteric Oedema; Vascular Occlusions Mesenteric; Superior Mesenteric Artery And Inferior Mesenteric Artery,25; 4; 6; 2; 1; 3; 5; 1; 1; 1,0.8859372727559037,General ⊂ Medical
gastrectomy,2,History Of Gastrectomy; B2 Billroth Ii Partial Gastrectomy,1; 1,0.8861252287644636,General ⊂ Medical
spleen,447,Supernumerary Spleen; Liver And Spleen; Reticuloendothelial System Spleen; Ultrasound Of Abdomen : Spleen Normal Procedure; Infarct Of The Spleen; Laceration Of Spleen; Enlargement Of Spleen,14; 96; 34; 14; 12; 8; 1,0.8861437328396485,General ⊂ Medical
hard,48,Physical Hard Work,14,0.8862014821024506,General ⊂ Medical
odontoid,9,Fracture Of Odontoid Process,3,0.886233430297017,General ⊂ Medical
wires,166,Wires Orthopedic,133,0.8862779754323186,General ⊂ Medical
pleura,124,Thickening Of Pleura; Procedures On Lung Pleura; Metastasis From Malignant Neoplasm Of Pleura; Disorders Of Thoracic Pleura; Lung And Pleura; Neoplasm Of The Pleura,238; 4; 9; 15; 2; 6,0.8863206807316334,General ⊂ Medical
hernias,8,Paraesophageal Hiatal Hernias; Hernias Hiatal Large,1; 10,0.8863222610983721,General ⊂ Medical
cement,6,Dental Cement Dosage Form,6,0.8863636552422549,General ⊂ Medical
drain,389,Tube And Drain Connections Orogastric Tube; Ventricular Drain Placement; Drain Device; Tube Drain Placement; Mediastinal Drain; Finding Of Abdominal Drain On Exam; Removal Of External Ventricular Drain,60; 4; 22; 1; 28; 1; 3,0.8863972535215938,General ⊂ Medical
better,480,Much Better; Moderately Better,10; 2,0.8865104699916941,General ⊂ Medical
xray,640,Chest Xray Diaphragm Elevation Unilateral,3,0.8865667010880841,General ⊂ Medical
tibial,67,Structure Of Posterior Tibial Artery; Tibial Plateau Structure,41; 1,0.8865744894078018,General ⊂ Medical
congestion,333,Pulmonary Congestion; Passive Congestion,29; 12,0.8866329891440534,General ⊂ Medical
azygous,13,Structure Of Azygous Vein,19,0.886728036495245,General ⊂ Medical
loading,1,Loading Technique; Faecal Loading,6; 1,0.8868295174010096,General ⊂ Medical
lipoma,21,Lipoma Of Skin And Subcutaneous Tissue Of Scalp,1,0.886847902558398,General ⊂ Medical
intestinal,42,Io Intestinal Obstruction,149,0.8868855519796721,General ⊂ Medical
peritoneal,45,Free Air In Peritoneal Cavity; Peritoneal Fluid Body Substance; Peritoneal Implant; Pd Peritoneal Dialysis,59; 12; 2; 2,0.8869339912556822,General ⊂ Medical
perioperative,2,Perioperative Haemorrhage,1,0.8870154051811876,General ⊂ Medical
access,323,Implanted Port Access Device; Venous Access; Iv Access; Totally Implantable Venous Access System; Vascular Access; Site Of Access; Medical Port Access Device,299; 87; 31; 26; 2; 4; 3,0.8870968575850494,General ⊂ Medical
spondylosis,11,Cervical Spondylosis At C5 C6,1,0.8872609763473146,General ⊂ Medical
plantar,7,Plantar Calcaneal Spur,1,0.8873665447977963,General ⊂ Medical
protocol,201,Pe Protocol; Per Protocol; Ct Protocol,12; 5; 1,0.88737855148268,General ⊂ Medical
localization,53,Stereotactic Localization,2,0.8874926665830645,General ⊂ Medical
mucus,73,Mucus Plugging,26,0.887564604171095,General ⊂ Medical
report,10726,Study Report; X Ray Report; Summary Report; Ten Day Report; Confirmatory Consultation Report; Original Report; Radiology Report,187; 2; 1; 1; 2; 4; 1,0.8876162873165939,General ⊂ Medical
dorsalis,5,Structure Of Dorsalis Pedis Artery,2,0.887630189540304,General ⊂ Medical
cardiovascular,8,Structure Of Cardiovascular System,2,0.8877270221124663,General ⊂ Medical
lobar,113,Lobar Pneumonia Left Lower Lobe; Lobar Pneumonia Right Lower Lobe; Lobar Pneumonia; Lobar Bronchus Structure,45; 39; 1; 2,0.8878024420924713,General ⊂ Medical
intraoperative,37,Intraoperative Haemorrhage; Intraoperative Ultrasound Procedure,11; 4,0.8878520593257169,General ⊂ Medical
parietal,550,Left Parietal Lobe Structure; Tissue Of Parietal Lobe Of Brain; Right Parietal Lobe Structure; Set Of All Parietal Lumbar Lymph Nodes; Parietal And Occipital Lobes; Frontal And Parietal Lobes; Structure Of Parietal Lobe Gyrus; Gray Matter Of Left Parietal Lobe,46; 54; 66; 7; 6; 12; 2; 1,0.8878527597706821,General ⊂ Medical
nodules,801,Multiple Pulmonary Nodules; Number Of Pulmonary Nodules; Multiple Nodules; Multiple Thyroid Nodules; Satellite Nodules; Centrilobular Lung Nodules; Peribronchiolar Nodules; Hepatic Nodules; 030 031 Masses And Nodules,48; 1; 22; 3; 39; 1; 4; 5; 1,0.8879000492520721,General ⊂ Medical
coaxial,17,Coaxial Biopsy System,5,0.8879045656810192,General ⊂ Medical
estimated,12,Estimated Potential Vessel Value,49,0.887988269518507,General ⊂ Medical
colitis,90,Ischaemic Colitis; History Of Ischaemic Colitis,28; 2,0.8880191110486184,General ⊂ Medical
duodenum,96,Stomach And Duodenum; Structure Of Superior Portion Of Duodenum; Structure Of Inferior Portion Of Duodenum; Diverticulosis Of The Duodenum; Structure Of Descending Portion Of Duodenum; Secondary Malignant Neoplasm Of Small Intestine Incl Duodenum; Structure Of Ascending Portion Of Duodenum,14; 2; 6; 3; 9; 1; 4,0.8881054140127741,General ⊂ Medical
tongue,18,Observation Of Motor Function Of Tongue; Posterior One Third Of Tongue,2; 3,0.8882013676539106,General ⊂ Medical
sigmoid,209,Rectum And Sigmoid Colon; Sigmoid Diverticulum; Sigmoid Abscess,51; 1; 1,0.888235279346163,General ⊂ Medical
stroke,179,History Of Stroke Of Cerebellum; Thrombotic Stroke; Stroke Like Symptoms; Acute Ischaemic Stroke,1; 1; 1; 1,0.8882407314909219,General ⊂ Medical
prostate,168,Procedures On Prostate And Seminal Vesicle; Enlarged Prostate; Prostate And Urinary Bladder; Calcifications Prostate; Nodular Hyperplasia Of Prostate Gland,7; 4; 2; 2; 1,0.8884612723920619,General ⊂ Medical
hypodensities,129,Periventricular Cerebral White Matter Hypodensities,11,0.8884968730868594,General ⊂ Medical
need,164,Patient Need For Contextual Qualifier,32,0.8885252942281766,General ⊂ Medical
inguinal,140,Inguinal Lymphadenopathy; Adenopathy Inguinal; Lih Left Inguinal Hernia; Ih Inguinal Hernia; Rih Right Inguinal Hernia; Bilateral Inguinal Hernia; Inguinal Region Structure,43; 4; 7; 17; 14; 1; 1,0.8885900880859422,General ⊂ Medical
erlotinib,3,Erlotinib 150 Mg,3,0.8886184662343961,General ⊂ Medical
treatments,2,Past Treatments; Treatments Tuberculosis; Rehabilitation Treatments; Neoadjuvant Chemoradiation Treatments,1; 1; 1; 1,0.8886772728485519,General ⊂ Medical
swollen,29,Swollen Legs,1,0.8887199845955996,General ⊂ Medical
ramus,14,Ramus Intermedius Artery Segment,14,0.8889395019913274,General ⊂ Medical
rising,39,Creatinine Rising,1,0.8890812165957617,General ⊂ Medical
investigation,6,Investigation Finding,11,0.8891038077331779,General ⊂ Medical
femoris,6,Structure Of Profunda Femoris Artery,6,0.8892568674234973,General ⊂ Medical
unresectable,4,Unresectable Mass,1,0.8893405443898954,General ⊂ Medical
phase,130,Oral Psychosexual Phase; Equilibrium Phase,20; 1,0.8893823441122878,General ⊂ Medical
cath,160,Cath Hemodynamics Hemodynamic Monitoring; Port A Cath Placement,4; 3,0.8894211824405986,General ⊂ Medical
ligation,8,Ligation Of Thoracic Lymph Duct,4,0.8896626634432041,General ⊂ Medical
cerebellar,807,Cerebellar Hemisphere Structure; Cerebellar Mass; Cerebellar Metastases; Cerebellar Lesions; Right Middle Cerebellar Peduncle; Left Middle Cerebellar Peduncle; Hernia Of Cerebellar Tonsil Into Foramen Magnum; Cerebral And Cerebellar Atrophy,186; 206; 12; 75; 1; 1; 29; 1,0.8897154702855683,General ⊂ Medical
paraesophageal,33,Paraesophageal Hiatal Hernias,1,0.8897571653439136,General ⊂ Medical
collection,595,Collection Action; Unusual Gas Collection; No Collection,714; 33; 1,0.8898406203480703,General ⊂ Medical
gastrohepatic,10,Lesser Curvature Gastrohepatic Ligament Node; Gastrohepatic Lymph Node,1; 1,0.8898730186409989,General ⊂ Medical
ventilatory,16,Ventilatory Support,5,0.889989476038938,General ⊂ Medical
slightly,1362,Slightly Worse; 3 Slightly; 2 Slightly; Slightly Above; Slightly Below; Slightly Difficult,40; 2; 1; 4; 1; 1,0.8900409612642387,General ⊂ Medical
biliary,133,Biliary Tract Structure; Biliary System Stone; Biliary Tract Laparoscopy Assessment Gallbladder Appeared Normal Treatment; Systems Extrahepatic Biliary; Biliary Drains,6; 28; 1; 2; 3,0.8900538298475891,General ⊂ Medical
coagulation,17,Decreased Coagulation Activity Pe; Blood Coagulation Disorder,12; 7,0.8901435202484749,General ⊂ Medical
interventional,24,Interventional Radiologic Procedures; Interventional Computed Tomography Service,1; 1,0.8901751611475373,General ⊂ Medical
pancreatic,102,Pancreatic Etiology; Dilated Pancreatic Ducts,1; 2,0.8902020265356899,General ⊂ Medical
started,31,Procedure Started Context Dependent Category,1,0.8902151176154954,General ⊂ Medical
numbness,7,Numbness Of Left Leg,2,0.8902513984104211,General ⊂ Medical
limited,856,Limited Extensiveness; Extremely Limited; Severely Limited; Limited Abdominal Ultrasound; Yes Limited A Little; Limited Area; Limited Mri; Markedly Limited; Computerized Tomography Limited Or Localized Follow Up Study; Limited Ct Scan,172; 9; 10; 4; 24; 18; 4; 15; 3; 1,0.8902643422596748,General ⊂ Medical
